TID	Product1	Product2	Product3	Product4	Product5	Product6	Product7	Product8	Product9	Product10	Product11	Product12	Product13	Product14	Product15	Product16	Product17	Product18	Product19	Product20	Product21	Product22	Product23	Product24	Product25	Product26	Product27	Product28	Product29	Product30	Product31	Product32
1	Canned Pepsi	newspapers																														
2	other vegetables	frozen meals	specialty chocolate																													
3	beef	whole milk	curd	yogurt	hard cheese	domestic eggs	rolls/buns	white bread	oil	misc. beverages	cling film/bags	house keeping products																				
4	citrus fruit	other vegetables	dessert	whipped/sour cream	soda																											
5	whole milk	white bread	salty snack																													
6	whole milk	rolls/buns	white bread	brown bread	margarine																											
7	rolls/buns																															
8	chicken	packaged fruit/vegetables	butter	condensed milk	rolls/buns																											
9	butter milk																															
10	beef	other vegetables																														
11	tropical fruit	whole milk	curd	yogurt	rolls/buns	specialty bar																										
12	soda	chocolate																														
13	butter	yogurt	sliced cheese	tidbits	rolls/buns	pudding powder	soda	waffles	newspapers																							
14	semi-finished bread																															
15	sausage	butter																														
16	curd	specialty chocolate																														
17	coffee																															
18	salty snack																															
19	sausage	Frozen beef slices	whole milk	rolls/buns	fruit/vegetable juice	red/blush wine	chocolate	specialty chocolate	candy	house keeping products	shopping bags																					
20	tropical fruit	whole milk																														
21	root vegetables	yogurt	whipped/sour cream	UHT-milk	domestic eggs	rolls/buns	pickled vegetables	soda	Pepsi																							
22	other vegetables	whole milk																														
23	newspapers																															
24	misc. beverages																															
25	Martadella	UHT-milk	bottled water	soda	Canned Pepsi																											
26	berries	curd	yogurt	whipped/sour cream	rolls/buns	soda	female sanitary products																									
27	rolls/buns	zwieback	chocolate marshmallow	dishes																												
28	butter	fruit/vegetable juice	newspapers																													
29	Frozen beef slices	Martadella	hard cheese	domestic eggs	rolls/buns	pastry	sugar	salty snack																								
30	curd	yogurt	bathroom cleaner																													
31	beverages	pastry	long life bakery product	chocolate marshmallow																												
32	beef	whole milk	butter	rolls/buns	pastry	cat food	hygiene articles																									
33	chicken	tropical fruit	pip fruit	root vegetables	other vegetables	whole milk	butter	yogurt	whipped/sour cream	hard cheese	frozen vegetables	frozen fish	domestic eggs	white bread	rice	specialty fat	dog food	bottled water	fruit/vegetable juice	long life bakery product	softener	napkins	cling film/bags									
34	sausage	other vegetables	rolls/buns	canned vegetables	coffee	soda	dish cleaner																									
35	sausage	coffee	shopping bags																													
36	photo/film																															
37	coffee	Pepsi																														
38	whole milk	frozen vegetables																														
39	soda																															
40	Pepsi																															
41	misc. beverages	salty snack																														
42	butter	sliced cheese	misc. beverages	fruit/vegetable juice																												
43	pip fruit	root vegetables	whole milk	butter	curd	yogurt	UHT-milk	specialty cheese	white bread	margarine	cereals	pickled vegetables	coffee	cake bar																		
44	tropical fruit	pip fruit	UHT-milk	cream cheese 	pasta	sauces	baking powder	cat food	pet care	bottled water	Pepsi	salty snack	shopping bags																			
45	root vegetables	other vegetables	Canned  honey	popcorn	shopping bags																											
46	onions	yogurt	oil																													
47	root vegetables	other vegetables	whole milk																													
48	other vegetables	whole milk	whipped/sour cream	specialty cheese	white bread	cat food	bottled water																									
49	tropical fruit	root vegetables	whole milk	butter	chocolate																											
50	root vegetables	fruit/vegetable juice	long life bakery product	pot plants																												
51	sausage	Frozen beef slicesburger meat	citrus fruit	whole milk	yogurt	white bread																										
52	chewing gum																															
53	bottled water	soda	fruit/vegetable juice																													
54	UHT-milk	brown bread																														
55	tropical fruit	butter milk	baking powder																													
56	chicken	root vegetables	rolls/buns	margarine	bottled water																											
57	misc. beverages	newspapers																														
58	waffles																															
59	berries																															
60	chocolate																															
61	fruit/vegetable juice																															
62	yogurt	condensed milk	rolls/buns	pickled vegetables	bottled water	Industrial Fruit Juice																										
63	grapes	other vegetables	curd	dessert	yogurt	napkins																										
64	yogurt																															
65	newspapers																															
66	tropical fruit	pip fruit	yogurt	canned vegetables	misc. beverages																											
67	meat	rolls/buns	specialty chocolate																													
68	whole milk																															
69	whole milk																															
70	pip fruit	other vegetables	whipped/sour cream	oil																												
71	Halawa	berries	whole milk	rice	coffee	cling film/bags																										
72	pastry	soda																														
73	tropical fruit	pip fruit	whole milk	curd	yogurt	frozen meals																										
74	yogurt	beverages																														
75	Frozen beef slices	dessert	frozen meals	frozen dessert	white bread	sweet spreads	soda	long life bakery product	specialty bar	hygiene articles	newspapers	shopping bags																				
76	long life bakery product	waffles	newspapers																													
77	Halawa	Martadella	specialty fat	specialty bar																												
78	Frozen beef slicesburger meat	citrus fruit	other vegetables																													
79	white bread	misc. beverages	long life bakery product																													
80	pastry	soda																														
81	beef	root vegetables	onions	herbs	whole milk	curd cheese	rolls/buns	oil	jam	bottled water	waffles																					
82	potato products																															
83	beverages																															
84	other vegetables	margarine																														
85	rolls/buns	soda																														
86	tropical fruit	pip fruit	other vegetables	curd	beverages	pastry	soda	waffles																								
87	Pepsi	Ginger powder	shopping bags																													
88	sausage	pastry	soda	salty snack	newspapers	shopping bags																										
89	chicken	tropical fruit	pip fruit	other vegetables	packaged fruit/vegetables	domestic eggs	rolls/buns	flour	pasta	dog food	bottled water	newspapers																				
90	whole milk																															
91	Martadella	root vegetables	pastry	Pepsi																												
92	soda	Pepsi	shopping bags																													
93	citrus fruit	napkins	shopping bags																													
94	pip fruit	root vegetables	curd	hard cheese	specialty cheese																											
95	pet care	soda	Pepsi	snack products	candy																											
96	tropical fruit	other vegetables	yogurt	bottled water	male cosmetics																											
97	salty snack																															
98	light bulbs																															
99	butter	sliced cheese	frozen meals	pastry	soda	fruit/vegetable juice	chocolate	specialty bar																								
100	sausage	liver loaf	Frozen beef slices	pip fruit	yogurt	soft cheese	sliced cheese	rolls/buns	white bread	brown bread	pastry	soda	Canned Pepsi	newspapers	shopping bags																	
101	whole milk																															
102	tropical fruit	whole milk	curd	yogurt	brown bread	pastry	cereals	seasonal products																								
103	sausage	tropical fruit	onions	other vegetables	butter milk	curd cheese	rolls/buns	bottled water	abrasive cleaner																							
104	chicken	beef	rolls/buns	instant coffee																												
105	Halawa	Martadella	pip fruit	berries	root vegetables	other vegetables	whole milk	pastry	semi-finished bread	syrup	shopping bags																					
106	other vegetables	frozen fish	newspapers																													
107	soda	hygiene articles	napkins																													
108	Martadella	beef	other vegetables	curd	whipped/sour cream	specialty cheese	dental care	shopping bags																								
109	Canned Pepsi																															
110	Canned  honey																															
111	tropical fruit	other vegetables	whole milk	pastry	rice	flower (seeds)																										
112	other vegetables	frozen fish	vinegar																													
113	rolls/buns	Canned Pepsi																														
114	whole milk	butter	rolls/buns	Pepsi																												
115	fruit/vegetable juice	salty snack																														
116	berries	dessert	whipped/sour cream	bottled water	soda	fruit/vegetable juice	Powedered honny																									
117	onions	whole milk	beverages	frozen dessert																												
118	root vegetables	domestic eggs																														
119	Pepsi	pot plants																														
120	grapes	berries	pet care	pot plants																												
121	root vegetables	whole milk	yogurt	rolls/buns																												
122	yogurt	ice cream	soda	long life bakery product	candy																											
123	Martadella	other vegetables	pot plants																													
124	sausage	chicken	tropical fruit	berries	root vegetables	onions	whole milk	butter	yogurt	hard cheese	domestic eggs	vinegar	spices	long life bakery product	dish cleaner	newspapers																
125	tropical fruit	whole milk																														
126	frozen vegetables	Pepsi																														
127	root vegetables	frozen vegetables																														
128	turkey	Martadella	beef	Frozen beef slicesburger meat	tropical fruit	root vegetables	onions	other vegetables	whole milk	butter	butter milk	yogurt	rolls/buns	oil	fruit/vegetable juice	waffles	candy															
129	turkey	yogurt	rolls/buns	pastry	margarine	bottled water	soda	fruit/vegetable juice	Canned Pepsi																							
130	beef	soda	detergent	flower (seeds)																												
131	Canned Pepsi																															
132	other vegetables	Pepsi	red/blush wine	prosecco	specialty chocolate																											
133	pip fruit																															
134	whole milk	pot plants																														
135	soda	Pepsi																														
136	sausage	oil	hygiene articles	napkins																												
137	tropical fruit	other vegetables	frozen vegetables	white bread	pastry	sugar	soda	shopping bags																								
138	curd	rolls/buns	pastry																													
139	other vegetables	frozen potato products	oil	shopping bags																												
140	meat	citrus fruit	pip fruit	root vegetables	bottled water																											
141	Martadella	Frozen beef slicesburger meat	pip fruit	herbs	other vegetables	whole milk	butter	sliced cheese	processed cheese	rolls/buns	pastry	roll products 	margarine																			
142	sausage																															
143	sausage	whole milk	margarine	waffles	candles																											
144	male cosmetics																															
145	rolls/buns																															
146	citrus fruit																															
147	finished products	other vegetables	butter	cream cheese 	processed cheese	domestic eggs	rolls/buns	pastry	long life bakery product	candy																						
148	Frozen beef slices	meat	chicken	tropical fruit	berries	soft cheese	specialty cheese	long life bakery product	flower (seeds)																							
149	frozen meals																															
150	soda																															
151	sausage	rolls/buns	soda	chocolate																												
152	root vegetables	other vegetables	dessert	whipped/sour cream	domestic eggs	pastry	chocolate	softener																								
153	sausage	soft cheese	rolls/buns	Canned Pepsi																												
154	whole milk	yogurt	whipped/sour cream	soft cheese	candy																											
155	pastry																															
156	berries	other vegetables	whole milk	yogurt	whipped/sour cream	frozen vegetables	margarine	newspapers	flower (seeds)																							
157	rolls/buns																															
158	whole milk																															
159	berries	rolls/buns	pastry	fruit/vegetable juice	Canned Pepsi																											
160	sausage	dessert	UHT-milk	soda	Powedered honny																											
161	yogurt	beverages	rolls/buns	fruit/vegetable juice	pot plants																											
162	root vegetables	other vegetables	whole milk	hard cheese	rolls/buns	baking powder																										
163	chicken																															
164	Canned Pepsi																															
165	root vegetables	UHT-milk	domestic eggs	pasta	margarine	soups	cat food	coffee	bottled water	soda	misc. beverages	Canned  honey	specialty chocolate	specialty bar	seasonal products	female sanitary products	newspapers															
166	Frozen beef slices	bottled water	soda																													
167	waffles																															
168	Halawa	sausage	rolls/buns	soda	Ginger powder (appetizer)	specialty bar	shopping bags																									
169	sausage																															
170	liver loaf	whole milk	yogurt	condensed milk	specialty cheese	white bread																										
171	mayonnaise	white bread	soda																													
172	tropical fruit	whole milk	yogurt	ice cream	bottled water	soda	hygiene articles	napkins																								
173	Martadella	other vegetables	whole milk	brown bread	pastry	soda	misc. beverages																									
174	Halawa	sausage	long life bakery product	waffles																												
175	soda	Canned Pepsi																														
176	pip fruit	frozen vegetables	bottled water																													
177	root vegetables	curd	dessert	whipped/sour cream	pastry	sauces	coffee	soda	fruit/vegetable juice	newspapers																						
178	cereals	detergent																														
179	flower soil/fertilizer																															
180	Canned Pepsi																															
181	citrus fruit	oil	baking powder	candy	dishes																											
182	chocolate																															
183	tropical fruit	whole milk																														
184	sausage																															
185	UHT-milk	hygiene articles	cling film/bags	newspapers																												
186	whole milk	yogurt	brown bread																													
187	chicken	whole milk	rolls/buns	flour	salt	vinegar	sugar																									
188	sausage	Frozen beef slicesburger meat	root vegetables	onions	meat spreads	napkins	newspapers																									
189	chicken	root vegetables	long life bakery product																													
190	cream cheese 	rolls/buns	zwieback	dental care	napkins	newspapers																										
191	Canned Pepsi																															
192	rolls/buns	soda	fruit/vegetable juice	Pepsi	long life bakery product																											
193	tropical fruit	pip fruit	processed cheese	rolls/buns	misc. beverages	fruit/vegetable juice	candy																									
194	newspapers																															
195	UHT-milk	rolls/buns	popcorn	snack products	chocolate																											
196	Martadella	frozen potato products	rice	flower (seeds)																												
197	cream cheese 	fruit/vegetable juice																														
198	whole milk	curd	mayonnaise	pastry	flour	canned fish	waffles																									
199	spices																															
200	Martadella	tropical fruit	whole milk	curd	yogurt	hard cheese	frozen meals	frozen dessert	domestic eggs	cereals	baking powder	fruit/vegetable juice	soap																			
201	pip fruit	rolls/buns	soda	skin care																												
202	whole milk	soft cheese	rolls/buns	prosecco	napkins	pot plants																										
203	root vegetables	whole milk	butter	domestic eggs	flour	oil	sugar	baking powder	Powedered honny	specialty chocolate	shopping bags																					
204	chicken	beef	specialty chocolate																													
205	soap																															
206	tropical fruit	whole milk	frozen meals	Pepsi																												
207	pastry	soda																														
208	meat	citrus fruit	yogurt	condensed milk	frozen vegetables	spices	meat spreads	canned fish																								
209	misc. beverages																															
210	whole milk																															
211	curd																															
212	tropical fruit	Pepsi																														
213	butter milk	shopping bags																														
214	pip fruit	whole milk	whipped/sour cream																													
215	root vegetables	butter milk	cream cheese 	spread cheese																												
216	specialty chocolate																															
217	root vegetables	other vegetables	whole milk	pastry	cling film/bags	shopping bags																										
218	yogurt	margarine																														
219	meat	beef	root vegetables	butter	flour	fruit/vegetable juice	Bottled honey	Powedered honny	napkins																							
220	sugar	Canned Pepsi																														
221	tropical fruit	pip fruit	grapes	packaged fruit/vegetables	coffee																											
222	soda																															
223	root vegetables	whipped/sour cream																														
224	dessert	rolls/buns	bottled water	specialty bar																												
225	Halawa	other vegetables	whole milk	spread cheese	sugar	soda	Pepsi	house keeping products																								
226	domestic eggs	dish cleaner	hygiene articles																													
227	Pepsi																															
228	pip fruit	nuts/prunes	curd	frozen dessert	sweet spreads	light bulbs																										
229	chicken	herbs	curd	oil	soda	Canned Pepsi	napkins																									
230	sausage	beef	whipped/sour cream	rolls/buns	salt	Instant food products	soda	softener																								
231	root vegetables	herbs	dessert	yogurt	margarine	soda																										
232	tropical fruit	rolls/buns	seasonal products	bathroom cleaner	newspapers	shopping bags																										
233	other vegetables	specialty cheese																														
234	rolls/buns	brown bread	soda	misc. beverages	Pepsi																											
235	sausage	beef	beverages	sliced cheese	rolls/buns	spices	house keeping products	flower (seeds)																								
236	Halawa	onions	herbs	other vegetables	yogurt	whipped/sour cream	fruit/vegetable juice																									
237	Martadella	beef																														
238	chocolate	specialty chocolate																														
239	mustard																															
240	frozen potato products	ketchup	chocolate	hygiene articles	shopping bags																											
241	whole milk	curd	soda	light bulbs	pot plants	shopping bags																										
242	sausage	Frozen beef slices	other vegetables																													
243	other vegetables	Pepsi																														
244	domestic eggs	specialty chocolate																														
245	onions	whole milk	coffee																													
246	pip fruit																															
247	misc. beverages																															
248	dessert	sliced cheese	hard cheese	white bread	brown bread																											
249	brown bread																															
250	Frozen beef slicesburger meat	UHT-milk	salty snack																													
251	UHT-milk	baking powder																														
252	Halawa	meat	butter milk	tidbits	domestic eggs	brown bread	sugar	pickled vegetables																								
253	newspapers																															
254	sausage	soft cheese	coffee																													
255	berries	soda																														
256	Halawa	sausage	liver loaf	beef	tropical fruit	pip fruit	root vegetables	onions	whole milk	butter	yogurt	whipped/sour cream	sliced cheese	cream cheese 	frozen meals	frozen potato products	domestic eggs	rolls/buns	roll products 	salt	rice	margarine	jam	coffee	long life bakery product	waffles	hygiene articles					
257	Halawa	Frozen beef slicesburger meat	whole milk	butter	curd	flour	rice	oil	sugar	mustard	salty snack	chocolate	chocolate marshmallow	dish cleaner	dental care																	
258	turkey	whole milk	UHT-milk	fruit/vegetable juice																												
259	whole milk	pickled vegetables																														
260	Canned Pepsi	Powedered honny																														
261	tropical fruit	root vegetables	onions	other vegetables	curd	whipped/sour cream	spread cheese	white bread	bottled water	soda																						
262	Halawa	grapes	other vegetables	butter milk	UHT-milk	brown bread	margarine	organic products	bottled water	soda																						
263	curd	rolls/buns	long life bakery product																													
264	whole milk	whipped/sour cream	cream cheese 	soda																												
265	dessert	ice cream																														
266	chicken	whole milk	salty snack	long life bakery product																												
267	citrus fruit	tropical fruit	pip fruit	whole milk	butter milk																											
268	onions	whole milk	Pepsi	Ginger powder (appetizer)	detergent	dishes																										
269	soda																															
270	whole milk	curd	whipped/sour cream																													
271	whipped/sour cream	frozen vegetables	frozen meals																													
272	Canned Pepsi																															
273	coffee	soda																														
274	sausage	rolls/buns	pastry	bottled water																												
275	sausage	Frozen beef slices	root vegetables	other vegetables	soft cheese	sliced cheese	mustard	specialty vegetables	Pepsi	rum	long life bakery product																					
276	Martadella	beef	root vegetables	curd	sliced cheese	soda	Canned Pepsi																									
277	grapes	berries	other vegetables	curd	sliced cheese	pastry	misc. beverages	salty snack	detergent	hygiene articles	napkins																					
278	berries	salty snack	nut snack																													
279	pastry	soda																														
280	tropical fruit	other vegetables	cream cheese 	baking powder	long life bakery product																											
281	Halawa	yogurt	UHT-milk	pastry	potato products	vinegar	artif. sweetener	cat food	coffee	bottled water																						
282	berries	soda	long life bakery product	specialty chocolate																												
283	turkey	frozen potato products	soda																													
284	sausage	citrus fruit	whole milk	yogurt	rolls/buns	bottled water	soda	napkins																								
285	whole milk	bottled water	pot plants																													
286	butter milk	cream cheese 	bottled water																													
287	tropical fruit	other vegetables	pastry	long life bakery product	waffles	chocolate	specialty bar	shopping bags																								
288	chocolate marshmallow	candy																														
289	Frozen beef slices	other vegetables	whole milk	frozen vegetables																												
290	whole milk	butter	whipped/sour cream	condensed milk	soft cheese	hard cheese	processed cheese	frozen vegetables	detergent																							
291	oil	detergent																														
292	Halawa	sausage	finished products	organic sausage	pastry	waffles																										
293	bottled water	soda																														
294	citrus fruit	other vegetables	whole milk	soda																												
295	Martadella	beef	Frozen beef slicesburger meat	other vegetables	whole milk	rolls/buns																										
296	whole milk	whipped/sour cream	pudding powder																													
297	condensed milk	rolls/buns																														
298	sausage	Frozen beef slices	Martadella	beef	Frozen beef slicesburger meat	tropical fruit	pip fruit	berries	other vegetables	curd	dessert	yogurt	sliced cheese	spread cheese	semi-finished bread	canned vegetables	bottled water	misc. beverages	syrup	waffles	chocolate	seasonal products										
299	cookware																															
300	onions	domestic eggs	soda	hygiene articles																												
301	ice cream	specialty bar																														
302	meat	pip fruit	whole milk	curd	yogurt	frozen meals	pastry	potato products	fruit/vegetable juice	Pepsi	salty snack	long life bakery product	newspapers																			
303	meat	rolls/buns	soda																													
304	whole milk																															
305	butter	domestic eggs	pasta	fruit/vegetable juice	newspapers																											
306	beef	berries	dessert	bottled water	hygiene articles																											
307	whipped/sour cream	dog food	soda	fruit/vegetable juice	shopping bags																											
308	soda	chocolate	specialty chocolate																													
309	citrus fruit	butter																														
310	bottled water	Powedered honny	salty snack																													
311	bottled water																															
312	onions	whole milk	processed cheese	pastry	oil																											
313	yogurt	condensed milk	sliced cheese	rolls/buns	margarine	bottled water	soda	cling film/bags																								
314	rolls/buns																															
315	turkey	pip fruit	root vegetables	yogurt	cream cheese 	flour	sugar	napkins	newspapers																							
316	UHT-milk																															
317	Halawa	rolls/buns																														
318	butter milk	ice cream	long life bakery product	chewing gum	detergent																											
319	sausage	rolls/buns	fruit/vegetable juice																													
320	specialty cheese	chewing gum																														
321	whole milk	rolls/buns	pastry																													
322	Halawa	citrus fruit	tropical fruit	rolls/buns																												
323	sausage	beef	root vegetables	other vegetables	white bread	pastry	soda	shopping bags																								
324	sausage	chicken	whole milk	butter	beverages	Powedered honny																										
325	butter milk	frozen dessert	soda	shopping bags																												
326	soda	Pepsi	Ginger powder	red/blush wine																												
327	specialty chocolate																															
328	Canned Pepsi																															
329	rolls/buns	pastry	candy																													
330	sausage	packaged fruit/vegetables	UHT-milk	pastry	soups	bottled water																										
331	UHT-milk	rolls/buns																														
332	meat	root vegetables	whole milk																													
333	whole milk	yogurt																														
334	tropical fruit	yogurt	rolls/buns	waffles																												
335	chocolate																															
336	pip fruit	whole milk																														
337	beef	Frozen beef slicesburger meat	tropical fruit	pip fruit	other vegetables	whole milk	butter milk	yogurt	ice cream	rolls/buns	pastry	fruit/vegetable juice																				
338	grapes	ice cream	pastry	soda	Canned Pepsi	salty snack	chewing gum	seasonal products	flower (seeds)	shopping bags																						
