TID	Product1	Product2	Product3	Product4	Product5	Product6	Product7	Product8	Product9	Product10	Product11	Product12	Product13	Product14	Product15	Product16	Product17	Product18	Product19	Product20	Product21	Product22	Product23	Product24	Product25	Product26	Product27	Product28	Product29	Product30	Product31	Product32
1	grapes	chocolate																														
2	abrasive cleaner																															
3	citrus fruit	other vegetables	whole milk																													
4	cookware																															
5	onions	other vegetables	whole milk	soups	Pepsi	pot plants																										
6	yogurt	rolls/buns	instant coffee	soda	Canned Pepsi	waffles																										
7	whole milk	oil	canned fruit	fruit/vegetable juice																												
8	rolls/buns	oil																														
9	coffee																															
10	chicken	rolls/buns	bottled water																													
11	condensed milk	sugar	coffee	shopping bags																												
12	pickled vegetables	canned fish	soda	Pepsi	chewing gum	candles																										
13	sausage	Martadella	fish	citrus fruit	berries	whipped/sour cream	soda	fruit/vegetable juice	bathroom cleaner	soap																						
14	pot plants																															
15	chicken	root vegetables	whole milk	rice	oil																											
16	whole milk	frozen meals	newspapers																													
17	salty snack																															
18	chicken	beef	flour	salty snack																												
19	pastry																															
20	beef	tropical fruit	herbs	whole milk	curd	yogurt	whipped/sour cream	sliced cheese																								
21	grapes	whole milk	ice cream	bottled water	chocolate																											
22	Frozen beef slices	root vegetables	onions	other vegetables	whole milk	whipped/sour cream	soft cheese	sliced cheese	hard cheese	cream cheese 	specialty cheese	domestic eggs	salt	canned fish	napkins																	
23	Frozen beef slices	beef	tropical fruit	whole milk	curd	yogurt	rolls/buns	ready soups	cat food																							
24	Canned Pepsi																															
25	beef	other vegetables	domestic eggs	pastry																												
26	whole milk	yogurt	spread cheese	semi-finished bread	baking powder	soda	cake bar	chocolate	specialty bar																							
27	beverages	popcorn																														
28	Halawa	sausage	liver loaf	Frozen beef slices	chicken	beef	citrus fruit	tropical fruit	root vegetables	other vegetables	whole milk	butter	curd	yogurt	whipped/sour cream	beverages	soft cheese	hard cheese	cream cheese 	mayonnaise	domestic eggs	rolls/buns	roll products 	flour	pasta	margarine	specialty fat	sugar	soups	skin care	hygiene articles	candles
29	beef	citrus fruit	tropical fruit	root vegetables	ice cream	roll products 	soda	Canned Pepsi	red/blush wine																							
30	dessert	yogurt	UHT-milk	soda	Canned Pepsi	light bulbs																										
31	pip fruit	whole milk	margarine	cocoa drinks	bottled water																											
32	other vegetables	fruit/vegetable juice	chewing gum																													
33	rolls/buns	brown bread	fruit/vegetable juice	newspapers																												
34	brown bread	vinegar																														
35	Halawa	sausage	other vegetables	hard cheese	rolls/buns																											
36	root vegetables	onions	whole milk	whipped/sour cream	pickled vegetables																											
37	root vegetables	whole milk	whipped/sour cream	frozen meals	flour	oil	waffles	seasonal products	napkins	house keeping products	photo/film	shopping bags																				
38	root vegetables	Ginger powder	shopping bags																													
39	citrus fruit	whole milk	pastry																													
40	Halawa	Martadella	tropical fruit	pip fruit	other vegetables	whole milk	dessert	whipped/sour cream	cream cheese 	frozen meals	cat food	salty snack	cake bar	chewing gum	specialty bar	seasonal products																
41	citrus fruit	other vegetables	mayonnaise	frozen vegetables	brown bread	pickled vegetables	canned fish	chocolate marshmallow																								
42	Halawa	Martadella	tropical fruit	root vegetables	other vegetables	whole milk	curd	butter milk	yogurt	frozen dessert	chewing gum																					
43	chicken	beef	citrus fruit	whole milk	cream cheese 	domestic eggs	rolls/buns	Canned Pepsi	napkins	shopping bags																						
44	Martadella																															
45	photo/film																															
46	chocolate																															
47	domestic eggs																															
48	tropical fruit	whole milk																														
49	pip fruit																															
50	sausage	onions	curd	yogurt	domestic eggs	coffee																										
51	Halawa	whole milk	rolls/buns	newspapers																												
52	whole milk	domestic eggs	specialty chocolate																													
53	Frozen beef slicesburger meat	whole milk	tidbits	frozen fish	ice cream	sauces	salty snack	kitchen towels																								
54	whole milk	coffee	female sanitary products	shopping bags																												
55	bottled water																															
56	cream																															
57	Pepsi																															
58	pet care	coffee	Pepsi																													
59	curd	whipped/sour cream	domestic eggs	flour	misc. beverages	newspapers																										
60	misc. beverages																															
61	soda	long life bakery product																														
62	detergent																															
63	Martadella	Pepsi	salty snack	detergent	napkins																											
64	dessert	soda	cake bar	shopping bags																												
65	roll products 																															
66	root vegetables	Canned  honey																														
67	pip fruit	onions	other vegetables	vinegar	waffles																											
68	fruit/vegetable juice	nut snack																														
69	pip fruit	rolls/buns	sugar	sauces	newspapers																											
70	pip fruit	butter	rolls/buns	chocolate																												
71	chicken	soda																														
72	Pepsi																															
73	Halawa	whole milk	pastry	potato products																												
74	Canned Pepsi																															
75	root vegetables	herbs	yogurt	whipped/sour cream	UHT-milk	frozen vegetables	long life bakery product																									
